[04] Lower Arteries -- Body system (Lower Arteries) within ICD-10-PCS section 'Medical and Surgical'. Aggregator of root-operation tables for this body system.
[041] Lower Arteries, Bypass -- Altering the route of passage of the contents of a tubular body part
[0410090] Bypass Abdominal Aorta to Abdominal Aorta with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[0410091] Bypass Abdominal Aorta to Celiac Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[0410092] Bypass Abdominal Aorta to Mesenteric Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[0410093] Bypass Abdominal Aorta to Right Renal Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[0410094] Bypass Abdominal Aorta to Left Renal Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[0410095] Bypass Abdominal Aorta to Bilateral Renal Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[0410096] Bypass Abdominal Aorta to Right Common Iliac Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[0410097] Bypass Abdominal Aorta to Left Common Iliac Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[0410098] Bypass Abdominal Aorta to Bilateral Common Iliac Arteries with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[0410099] Bypass Abdominal Aorta to Right Internal Iliac Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009B] Bypass Abdominal Aorta to Left Internal Iliac Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009C] Bypass Abdominal Aorta to Bilateral Internal Iliac Arteries with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009D] Bypass Abdominal Aorta to Right External Iliac Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009F] Bypass Abdominal Aorta to Left External Iliac Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009G] Bypass Abdominal Aorta to Bilateral External Iliac Arteries with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009H] Bypass Abdominal Aorta to Right Femoral Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009J] Bypass Abdominal Aorta to Left Femoral Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009K] Bypass Abdominal Aorta to Bilateral Femoral Arteries with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009Q] Bypass Abdominal Aorta to Lower Extremity Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[041009R] Bypass Abdominal Aorta to Lower Artery with Autologous Venous Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A0] Bypass Abdominal Aorta to Abdominal Aorta with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A1] Bypass Abdominal Aorta to Celiac Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A2] Bypass Abdominal Aorta to Mesenteric Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A3] Bypass Abdominal Aorta to Right Renal Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A4] Bypass Abdominal Aorta to Left Renal Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A5] Bypass Abdominal Aorta to Bilateral Renal Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A6] Bypass Abdominal Aorta to Right Common Iliac Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A7] Bypass Abdominal Aorta to Left Common Iliac Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A8] Bypass Abdominal Aorta to Bilateral Common Iliac Arteries with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100A9] Bypass Abdominal Aorta to Right Internal Iliac Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AB] Bypass Abdominal Aorta to Left Internal Iliac Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AC] Bypass Abdominal Aorta to Bilateral Internal Iliac Arteries with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AD] Bypass Abdominal Aorta to Right External Iliac Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AF] Bypass Abdominal Aorta to Left External Iliac Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AG] Bypass Abdominal Aorta to Bilateral External Iliac Arteries with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AH] Bypass Abdominal Aorta to Right Femoral Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AJ] Bypass Abdominal Aorta to Left Femoral Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AK] Bypass Abdominal Aorta to Bilateral Femoral Arteries with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AQ] Bypass Abdominal Aorta to Lower Extremity Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100AR] Bypass Abdominal Aorta to Lower Artery with Autologous Arterial Tissue, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J0] Bypass Abdominal Aorta to Abdominal Aorta with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J1] Bypass Abdominal Aorta to Celiac Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J2] Bypass Abdominal Aorta to Mesenteric Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J3] Bypass Abdominal Aorta to Right Renal Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J4] Bypass Abdominal Aorta to Left Renal Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J5] Bypass Abdominal Aorta to Bilateral Renal Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J6] Bypass Abdominal Aorta to Right Common Iliac Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J7] Bypass Abdominal Aorta to Left Common Iliac Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J8] Bypass Abdominal Aorta to Bilateral Common Iliac Arteries with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100J9] Bypass Abdominal Aorta to Right Internal Iliac Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JB] Bypass Abdominal Aorta to Left Internal Iliac Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JC] Bypass Abdominal Aorta to Bilateral Internal Iliac Arteries with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JD] Bypass Abdominal Aorta to Right External Iliac Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JF] Bypass Abdominal Aorta to Left External Iliac Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JG] Bypass Abdominal Aorta to Bilateral External Iliac Arteries with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JH] Bypass Abdominal Aorta to Right Femoral Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JJ] Bypass Abdominal Aorta to Left Femoral Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JK] Bypass Abdominal Aorta to Bilateral Femoral Arteries with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JQ] Bypass Abdominal Aorta to Lower Extremity Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100JR] Bypass Abdominal Aorta to Lower Artery with Synthetic Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K0] Bypass Abdominal Aorta to Abdominal Aorta with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K1] Bypass Abdominal Aorta to Celiac Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K2] Bypass Abdominal Aorta to Mesenteric Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K3] Bypass Abdominal Aorta to Right Renal Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K4] Bypass Abdominal Aorta to Left Renal Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K5] Bypass Abdominal Aorta to Bilateral Renal Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K6] Bypass Abdominal Aorta to Right Common Iliac Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K7] Bypass Abdominal Aorta to Left Common Iliac Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K8] Bypass Abdominal Aorta to Bilateral Common Iliac Arteries with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100K9] Bypass Abdominal Aorta to Right Internal Iliac Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100KB] Bypass Abdominal Aorta to Left Internal Iliac Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100KC] Bypass Abdominal Aorta to Bilateral Internal Iliac Arteries with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100KD] Bypass Abdominal Aorta to Right External Iliac Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100KF] Bypass Abdominal Aorta to Left External Iliac Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100KG] Bypass Abdominal Aorta to Bilateral External Iliac Arteries with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100KH] Bypass Abdominal Aorta to Right Femoral Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100KJ] Bypass Abdominal Aorta to Left Femoral Artery with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
[04100KK] Bypass Abdominal Aorta to Bilateral Femoral Arteries with Nonautologous Tissue Substitute, Open Approach -- Altering the route of passage of the contents of a tubular body part
