[0J] Subcutaneous Tissue and Fascia -- Body system (Subcutaneous Tissue and Fascia) within ICD-10-PCS section 'Medical and Surgical'. Aggregator of root-operation tables for this body system.
[0J0] Subcutaneous Tissue and Fascia, Alteration -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J010ZZ] Alteration of Face Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J013ZZ] Alteration of Face Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J040ZZ] Alteration of Right Neck Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J043ZZ] Alteration of Right Neck Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J050ZZ] Alteration of Left Neck Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J053ZZ] Alteration of Left Neck Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J060ZZ] Alteration of Chest Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J063ZZ] Alteration of Chest Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J070ZZ] Alteration of Back Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J073ZZ] Alteration of Back Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J080ZZ] Alteration of Abdomen Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J083ZZ] Alteration of Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J090ZZ] Alteration of Buttock Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J093ZZ] Alteration of Buttock Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0D0ZZ] Alteration of Right Upper Arm Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0D3ZZ] Alteration of Right Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0F0ZZ] Alteration of Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0F3ZZ] Alteration of Left Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0G0ZZ] Alteration of Right Lower Arm Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0G3ZZ] Alteration of Right Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0H0ZZ] Alteration of Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0H3ZZ] Alteration of Left Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0L0ZZ] Alteration of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0L3ZZ] Alteration of Right Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0M0ZZ] Alteration of Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0M3ZZ] Alteration of Left Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0N0ZZ] Alteration of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0N3ZZ] Alteration of Right Lower Leg Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0P0ZZ] Alteration of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J0P3ZZ] Alteration of Left Lower Leg Subcutaneous Tissue and Fascia, Percutaneous Approach -- Modifying the anatomic structure of a body part without affecting the function of the body part
[0J2] Subcutaneous Tissue and Fascia, Change -- Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane
[0J2SX0Z] Change Drainage Device in Head and Neck Subcutaneous Tissue and Fascia, External Approach -- Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane
[0J2SXYZ] Change Other Device in Head and Neck Subcutaneous Tissue and Fascia, External Approach -- Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane
[0J2TX0Z] Change Drainage Device in Trunk Subcutaneous Tissue and Fascia, External Approach -- Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane
[0J2TXYZ] Change Other Device in Trunk Subcutaneous Tissue and Fascia, External Approach -- Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane
[0J2VX0Z] Change Drainage Device in Upper Extremity Subcutaneous Tissue and Fascia, External Approach -- Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane
[0J2VXYZ] Change Other Device in Upper Extremity Subcutaneous Tissue and Fascia, External Approach -- Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane
[0J2WX0Z] Change Drainage Device in Lower Extremity Subcutaneous Tissue and Fascia, External Approach -- Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane
[0J2WXYZ] Change Other Device in Lower Extremity Subcutaneous Tissue and Fascia, External Approach -- Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane
[0J5] Subcutaneous Tissue and Fascia, Destruction -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J500ZZ] Destruction of Scalp Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J503ZZ] Destruction of Scalp Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J510ZZ] Destruction of Face Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J513ZZ] Destruction of Face Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J540ZZ] Destruction of Right Neck Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J543ZZ] Destruction of Right Neck Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J550ZZ] Destruction of Left Neck Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J553ZZ] Destruction of Left Neck Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J560ZZ] Destruction of Chest Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J563ZZ] Destruction of Chest Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J570ZZ] Destruction of Back Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J573ZZ] Destruction of Back Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J580ZZ] Destruction of Abdomen Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J583ZZ] Destruction of Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J590ZZ] Destruction of Buttock Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J593ZZ] Destruction of Buttock Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5B0ZZ] Destruction of Perineum Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5B3ZZ] Destruction of Perineum Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5C0ZZ] Destruction of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5C3ZZ] Destruction of Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5D0ZZ] Destruction of Right Upper Arm Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5D3ZZ] Destruction of Right Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5F0ZZ] Destruction of Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5F3ZZ] Destruction of Left Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5G0ZZ] Destruction of Right Lower Arm Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5G3ZZ] Destruction of Right Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5H0ZZ] Destruction of Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5H3ZZ] Destruction of Left Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5J0ZZ] Destruction of Right Hand Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5J3ZZ] Destruction of Right Hand Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5K0ZZ] Destruction of Left Hand Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5K3ZZ] Destruction of Left Hand Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5L0ZZ] Destruction of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5L3ZZ] Destruction of Right Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5M0ZZ] Destruction of Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5M3ZZ] Destruction of Left Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5N0ZZ] Destruction of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5N3ZZ] Destruction of Right Lower Leg Subcutaneous Tissue and Fascia, Percutaneous Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
[0J5P0ZZ] Destruction of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach -- Physical eradication of all or a portion of a body part by the direct use of energy, force, or a destructive agent
